fidelity,time
0.5116466456862061,0.0
0.5002606842362783,0.0
0.6064631384707252,0.0
0.682108035632031,0.0
0.5026829224338576,0.0
0.5001038991627965,0.0
0.5001884154136141,0.0
0.5004773608636411,0.0
0.6375638225495392,0.0
0.5001705575001919,0.0
0.5000004199596644,0.0
0.5558830360055449,0.0
0.6699994882312158,0.0
0.5087378153866773,0.0
0.5076474596956979,0.0
0.7913976030191164,0.0
0.5000000000008304,0.0
0.568424163030126,0.0
0.5000000006120413,0.0
0.5918996752018342,0.0
0.5983727864997325,0.0
0.5064368007431902,0.0
0.5219045502483697,0.0
0.5001778965318616,0.0
0.5001381664837746,0.0
0.5002394662815891,0.0
0.5000392658804053,0.0
0.5019171554578896,0.0
0.500524766175184,0.0
0.5025200032931499,0.0
0.5110137701176384,0.0
0.5018901955464236,0.0
0.6725822889832166,0.0
0.5000000000009296,0.0
0.5309868784551854,0.0
0.5055032356572002,0.0
0.5511712974057273,0.0
0.5000059666721764,0.0
0.5280172282857272,0.0
0.6457750518168183,0.0
0.641341787410067,0.0
0.5001423356444199,0.0
0.5001921730927821,0.0
0.5000161926298564,0.0
0.504103606779312,0.0
0.5081956034645273,0.0
0.509307211922277,0.0
0.7237878895350985,0.0
0.50096836521067,0.0
0.5001844731797312,0.0
0.563273544715334,0.0
0.5000002790459765,0.0
0.5079780923131149,0.0
0.500153970759058,0.0
0.5311036745670189,0.0
0.5000009223685296,0.0
0.5081335837639988,0.0
0.5000000379562238,0.0
0.500019054528888,0.0
0.5101478307839529,0.0
0.5000835076430311,0.0
0.541704292232962,0.0
0.5082891309819829,0.0
0.5224568969098153,0.0
0.6275430183029956,0.0
0.5000000027464598,0.0
0.5059562580198628,0.0
0.5031376831518108,0.0
0.5000813497061388,0.0
0.5430386193568086,0.0
0.5012279805950817,0.0
0.5346921018301033,0.0
0.5000064342601427,0.0
0.5192651428874534,0.0
0.5000815667158443,0.0
0.7278532224353047,0.0
0.5021653602572493,0.0
0.5004292909047724,0.0
0.5031789271447096,0.0
0.7952462673676554,0.0
0.5329559069547005,0.0
0.5176459348242463,0.0
0.5147820445439923,0.0
0.5012576891866075,0.0
0.7086196242630672,0.0
0.5207903453837813,0.0
0.568639322007313,0.0
0.5244150283603402,0.0
0.5023573181569927,0.0
0.6402810776333266,0.0
0.5000033846991537,0.0
0.7428657816107137,0.0
0.5293672894639359,0.0
0.5000000107225134,0.0
0.5000265691842615,0.0
0.7279679797634677,0.0
0.5002219961868247,0.0
0.5043270834493923,0.0
0.5067539442711111,0.0
0.50000043282801,0.0
0.5000555289893568,0.0
0.5131886666084131,0.0
0.6775468987613367,0.0
0.5000020295620818,0.0
0.51760254469774,0.0
0.5000000343063008,0.0
0.5215181110489122,0.0
0.5000603808725089,0.0
0.5000000000000012,0.0
0.5112333341647931,0.0
0.5057038440114768,0.0
0.5863670939671756,0.0
0.567612566191467,0.0
0.528935560698741,0.0
0.5058490230646404,0.0
0.5023920593256757,0.0
0.5000181970095007,0.0
0.5023726811922834,0.0
